sample,condition
TCGA-06-0125,Control
TCGA-06-0130,Control
TCGA-06-0132,Control
TCGA-06-0156,Control
TCGA-06-0158,Control
TCGA-06-0187,Control
TCGA-06-0190,Control
TCGA-06-0210,Control
TCGA-06-0211,Control
TCGA-06-0644,Control
TCGA-06-0645,Control
TCGA-06-0649,Control
TCGA-06-0743,Control
TCGA-06-0744,Control
TCGA-06-0747,Control
TCGA-06-0750,Control
TCGA-06-2561,Control
TCGA-06-5410,Control
TCGA-12-3652,Control
TCGA-12-5299,Control
TCGA-14-0781,Control
TCGA-15-0742,Control
TCGA-19-1389,Control
TCGA-19-2625,Control
TCGA-19-5960,Control
TCGA-27-1832,Control
TCGA-28-5218,Control
TCGA-32-2632,Control
TCGA-41-4097,Control
TCGA-06-2558,Treatment
TCGA-12-0821,Treatment
TCGA-14-0871,Treatment
TCGA-19-0957,Treatment
TCGA-26-5135,Treatment
TCGA-28-5215,Treatment
